stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
43.207699,2632,-79.998995,1018,,,AMBERLY BV & CHIPPENDALE AVENUE OPP.(@#265),AMBERLY opposite CHIPPENDALE,0,
43.207392,2621,-79.999086,1019,,,AMBERLY BV & SUNNYMEADE DRIVE (OP. # 257),AMBERLY at SUNNYMEADE,0,
43.252796,2953,-79.899563,1014,,,ABERDEEN AV & STUDHOLME ROAD OPP.,ABERDEEN opposite STUDHOLME,0,
43.249761,2941,-79.887735,1015,,,ABERDEEN AV & UNDERMOUNT AVENUE,ABERDEEN at UNDERMOUNT,0,
43.207583,2630,-79.98533,1017,,,AMBERLY BV & BLOOMSBURY COURT OPP.(@#21),AMBERLY opposite BLOOMSBURY,0,
43.253114,2939,-79.901472,1010,,,ABERDEEN AV & LONGWOOD ROAD OPP.,ABERDEEN opposite LONGWOOD,0,
43.251998,2953,-79.896579,1011,,,ABERDEEN AV & CHEDOKE AV,ABERDEEN opposite CHEDOKE,0,
43.248831,2941,-79.883747,1012,,,ABERDEEN AV & SPRUCESIDE AVENUE,ABERDEEN at SPRUCESIDE,0,
43.252588,2939,-79.899439,1013,,,ABERDEEN AV & STUDHOLME AVENUE,ABERDEEN at STUDHOLME,0,
43.268004,1058,-79.841848,1234,,,BURLINGTON ST E & WENTWORTH STREET,BURLINGTON at WENTWORTH,0,
43.267842,1022,-79.842431,1235,,,BURLINGTON ST E & WENTWORTH STREET,BURLINGTON at WENTWORTH,0,
43.264369,1056,-79.826883,1236,,,INDUSTRIAL DR & WILCOX ST,INDUSTRIAL at WILCOX,0,
43.264114,1025,-79.827539,1237,,,BURLINGTON ST E & WILCOX STREET OPP.,BURLINGTON opposite WILCOX,0,
43.269869,1059,-79.848981,1230,,,BURLINGTON ST E & VICTORIA AVENUE,BURLINGTON at VICTORIA,0,
43.269682,1055,-79.849173,1231,,,BURLINGTON ST E & VICTORIA AV N,BURLINGTON at VICTORIA,0,
43.2705,1021,-79.852432,1232,,,BURLINGTON ST E & WELLINGTON STREET,BURLINGTON at WELLINGTON,0,
43.270749,1060,-79.852466,1233,,,BURLINGTON ST E & WELLINGTON ST N,BURLINGTON opposite WELLINGTON,0,
43.268552,1059,-79.844358,1238,,,BURLINGTON ST E & WILFRED ST,BURLINGTON at WILFRED,0,
43.268471,1055,-79.844631,1239,,,BURLINGTON ST E & MACALLUM ST,BURLINGTON at WILFRED,0,
43.230552,2720,-79.776554,2487,,,QUEENSTON RD & #640 E WOODMAN DR.,At 640 QUEENSTON,0,
43.234303,2164,-79.846128,2481,,,QUEENSDALE AV E & UPPER SHERMAN AVENUE,QUEENSDALE at UPPER SHERMAN,0,
43.263183,1159,-79.901269,1967,,,KING ST W & LONGWOOD RD N,KING at LONGWOOD,0,
43.254589,1711,-79.866625,355418,,,MAIN ST E & BOWEN ST,MAIN at BOWEN,0,
43.253676,1265,-79.867418,355419,,,JOHN ST S & JACKSON ST E,JOHN at JACKSON,0,
43.223969,2498,-79.791389,2306_merged_878620,,,MOUNT ALBION RD & HIXON ROAD,MOUNT ALBION at HIXON,0,
43.247468,1221,-79.798796,355413,,,BARTON ST E & FAIRFIELD AV,BARTON at FAIRFIELD,0,
43.19644,4038,-79.806691,355410,,,WINTERBERRY DR & MUD ST W,WINTERBERRY at MUD,0,
43.199029,1428,-80.012788,355411,,,SHAVER RD & LIDDYCOAT LN,SHAVER opposite LIDDYCOAT,0,
43.226117,2303,-79.900862,355416,,,LIMERIDGE RD W & BRITTEN CLOSE,LIMERIDGE at BRITTEN CLOSE,0,
43.254277,1901,-79.870252,355414,,,JAMES ST S & JACKSON ST E,JAMES at JACKSON,0,
43.252387,1701,-79.868409,355415,,,PRIVATE RD & JOHN ST S,HAMILTON GO CENTRE PLATFORM 18,0,
43.265381,1465,-79.843346,355320,,,WENTWORTH ST N & BURTON ST,WENTWORTH at MARS,0,
43.262919,1466,-79.844413,355321,,,WENTWORTH ST N & BURTON ST,WENTWORTH at BURTON,0,
43.25931,1466,-79.845939,355322,,,WENTWORTH ST N & BARTON ST E,WENTWORTH at BARTON,0,
43.255505,1467,-79.847563,355323,,,WENTWORTH ST N & CANNON ST E,WENTWORTH at CANNON,0,
43.254144,1468,-79.848159,355324,,,WENTWORTH ST N & WILSON ST,WENTWORTH at WILSON,0,
43.252371,1469,-79.848952,355325,,,WENTWORTH ST N & KING ST E,WENTWORTH at KING,0,
43.250535,1470,-79.849746,355326,,,WENTWORTH ST S & MAIN ST E,WENTWORTH at MAIN,0,
43.24827,1471,-79.850713,355327,,,WENTWORTH ST S & DELAWARE AV,WENTWORTH at DELAWARE,0,
43.19247,4493,-80.027852,355543,,,SANDHILL DR & SANDHILL DR,At 1349 SANDHILL,0,
43.202959,4482,-79.97501,355526,,,GARNER RD E & MILLER DR,GARNER at MILLER,0,
43.20242,4482,-79.978336,355527,,,GARNER RD E & ANSON DR,GARNER at ANSON,0,
43.206659,4478,-79.952515,355524,,,GARNER RD E & KITTY MURRAY LN,GARNER at KITTY MURRAY,0,
43.203516,4482,-79.971659,355525,,,GARNER RD E & WOODMOUNT AV,GARNER at WOODMOUNT,0,
43.207942,4474,-79.944786,355522,,,GARNER RD E & SPRINGBROOK AV,GARNER at SPRINGBROOK,0,
43.207323,4476,-79.948657,355523,,,GARNER RD E & PRIVATE RD,GARNER at REDEEMER UNIVERSITY,0,
43.182011,4420,-79.81455,355520,,,RYMAL RD E & UPPER MOUNT ALBION RD,RYMAL at UPPER MOUNT ALBION,0,
43.208713,4472,-79.940061,355521,,,GARNER RD E & op BENNETS APPLE,GARNER opposite BENNETTS APPLES,0,
43.223171,1002,-79.776664,355258,,,NASH RD S & RAINBOW,NASH opposite RAINBOW,0,
43.200955,4486,-79.987326,355528,,,GARNER RD W & BRAITHWAITE AV,GARNER at BRAITHWAITE,0,
43.19966,4486,-79.995289,355529,,,GARNER RD W & PANABAKER DR,GARNER at PANNABAKER,0,
43.228672,2233,-79.859757,3065,,,UP/WENTWORTH ST & FRANKLIN RD OPP.,UPPER WENTWORTH opposite FRANKLIN,0,
43.206398,2135,-79.86941,3064,,,UP/WENTWORTH ST & STONE CHURCH ROAD,UPPER WENTWORTH at STONE CHURCH,0,
43.232366,2206,-79.847277,2945,,,UP/SHERMAN AV & BRUCEDALE AVENUE,UPPER SHERMAN at BRUCEDALE,0,
43.216504,2221,-79.85394,2944,,,UP/SHERMAN AV & BERKO AVENUE,UPPER SHERMAN at BERKO,0,
43.262186,1498,-79.887696,1963,,,KING ST W & DUNDURN STREET,KING at DUNDURN,0,
43.220149,2323,-79.84661,2228,,,MOHAWK RD E & EAST 36TH STREET,MOHAWK at EAST 36TH,0,
43.218744,2322,-79.841108,2229,,,MOHAWK RD E & EAST 42ND STREET,MOHAWK at EAST 42ND,0,
43.222356,2324,-79.855657,2226,,,MOHAWK RD E & EAST 27TH ST,MOHAWK at EAST 27TH,0,
43.222057,2370,-79.855236,2227,,,MOHAWK RD E & EAST 27TH. ST OPP. (#482),MOHAWK opposite EAST 27TH,0,
43.224727,2352,-79.865997,2224,,,MOHAWK RD E & EAST 16TH STREET OPP. (@#304),MOHAWK opposite EAST 16TH,0,
43.222922,2325,-79.857828,2225,,,MOHAWK RD E & EAST 25TH STREET,MOHAWK at EAST 25TH,0,
43.226928,2365,-79.874505,2222,,,MOHAWK RD E & DODSON STREET OPP. (@#124),MOHAWK opposite DODSON,0,
43.224887,2673,-79.865864,2223,,,MOHAWK RD E & EAST 16TH STREET,MOHAWK at EAST 16TH,0,
43.220707,2323,-79.848863,2220,,,MOHAWK RD E & CAMDEN STREET,MOHAWK at CAMDEN,0,
43.226992,2328,-79.874226,2221,,,MOHAWK RD E & DODSON STREET,MOHAWK at DODSON,0,
43.255118,1088,-79.868915,2088,,,MAIN ST E & HUGHSON ST S,MAIN at HUGHSON,0,
43.255019,2701,-79.868545,2089,,,MAIN ST E & HUGHSON STREET,MAIN at HUGHSON,0,
43.248683,2707,-79.843934,2082,,,MAIN ST E & FAIRLEIGH AVENUE,MAIN at FAIRLEIGH,0,
43.253303,2703,-79.861951,2083,,,MAIN ST E & FERGUSON AVENUE,MAIN at FERGUSON,0,
43.251367,2704,-79.854507,2080,,,MAIN ST E & EMERALD STREET,MAIN at EMERALD,0,
43.238457,2715,-79.802736,2081,,,MAIN ST E & FAIRFIELD AVENUE OPP.,MAIN opposite FAIRFIELD,0,
43.241478,2735,-79.814722,2086,,,MAIN ST E & GRAHAM AVENUE,MAIN at GRAHAM,0,
43.24131,2713,-79.814629,2087,,,MAIN ST E & GRAHAM AVENUE,MAIN at GRAHAM,0,
43.240026,2733,-79.807928,2084,,,MAIN ST E & GARSIDE AVENUE,MAIN at GARSIDE,0,
43.244286,2710,-79.827232,2085,,,MAIN ST E & GLENDALE AVENUE OPP.,MAIN opposite GLENDALE,0,
43.214012,2998,-79.785351,2538,,,QUIGLEY RD & ST. ANDREWS DR OPP. (@ # 275),QUIGLEY opposite ST. ANDREWS,0,
43.211867,2998,-79.786357,2539,,,QUIGLEY RD & VEEVERS DRIVE,QUIGLEY at VEEVERS,0,
43.21041,2450,-79.787288,2532,,,QUIGLEY RD & GREENHILL AVENUE,QUIGLEY at GREENHILL,0,
43.222138,1306,-79.781578,2533,,,QUIGLEY RD & KING STREET,QUIGLEY at KING,0,
43.210282,2450,-79.787343,2530,,,QUIGLEY RD & GREENHILL AVENUE,QUIGLEY at GREENHILL,0,
43.209886,2997,-79.787629,2531,,,QUIGLEY RD & GREENHILL AVENUE,QUIGLEY at GREENHILL,0,
43.220254,2993,-79.783012,2536,,,QUIGLEY RD & PINARD STREET OPP.,QUIGLEY opposite PINARD,0,
43.214241,2996,-79.785459,2537,,,QUIGLEY RD & ST. ANDREWS DRIVE,QUIGLEY at ST. ANDREWS,0,
43.222263,2993,-79.781775,2534,,,QUIGLEY RD & KING STREET,QUIGLEY at KING,0,
43.220251,1306,-79.782816,2535,,,QUIGLEY RD & PINARD STREET,QUIGLEY at PINARD,0,
43.214728,2345,-79.903619,2712,,,STONE CHURCH RD W & MATHEWS ST,STONE CHURCH at MATTHEWS,0,
43.214459,2397,-79.903099,2713,,,STONE CHURCH RD W & MATHEWS ST OPP.,STONE CHURCH opposite MATTHEWS,0,
43.219429,2888,-79.922183,2710,,,STONE CHURCH RD W & GURNETT GATE,STONE CHURCH at GURNETT,0,
43.226914,2867,-79.936472,2711,,,STONE CHURCH RD & HARROGATE DR.,STONE CHURCH at HARROGATE,0,
43.219568,2868,-79.923327,2716,,,STONE CHURCH RD W & OMNI BLVD OPP. ( @#769),STONE CHURCH opposite OMNI,0,
43.211216,2909,-79.890032,2717,,,STONE CHURCH RD W & UPPER JAMES STREET,STONE CHURCH at UPPER JAMES,0,
43.226705,2326,-79.936198,2714,,,STONE CHURCH RD & OLD GOLFLINKS RD,STONE CHURCH at OLD GOLFLINKS,0,
43.211428,2786,-79.889935,2718,,,STONE CHURCH RD W & UPPER JAMES STREET,STONE CHURCH at UPPER JAMES,0,
43.218621,4334,-79.918912,2719,,,STONE CHURCH RD W & UPPER PARADISE RD,STONE CHURCH at UPPER PARADISE,0,
43.240733,2782,-79.809715,1832,,,KENILWORTH AV N & MAIN STREET,KENILWORTH at MAIN,0,
43.238833,2777,-79.810706,1833,,,KENILWORTH AV S & MAPLE AVENUE,KENILWORTH at MAPLE,0,
43.233453,2778,-79.813009,1830,,,KENILWORTH AV S & KING STREET - OFF RAMP,KENILWORTH at KING,0,
43.24059,2772,-79.810018,1831,,,KENILWORTH AV N & MAIN STREET,KENILWORTH at MAIN,0,
43.235564,2780,-79.811849,1836,,,KENILWORTH AV S & MONTEREY AVENUE,KENILWORTH at MONTEREY,0,
43.231129,1044,-79.812422,1837,,,KENILWORTH AC & LAWRENCE ROAD,KENILWORTH OFF RAMP at LAWRENCE,0,
43.238914,2781,-79.810464,1834,,,KENILWORTH AV S & MAPLE AVENUE,KENILWORTH at MAPLE,0,
43.235465,2778,-79.812114,1835,,,KENILWORTH AV S & MONTEREY AVENUE,KENILWORTH at MONTEREY,0,
43.266169,1200,-79.954075,1839,,,KING ST W & CROSS STREET,KING at CROSS,0,
43.257715,2602,-79.923338,2154,,,MAIN ST W & NORFOLK STREET (@ # 1516),MAIN at NORFOLK,0,
43.258838,1194,-79.905054,2155,,,MAIN ST W & PAISLEY AVENUE,MAIN at PAISLEY,0,
43.258343,1009,-79.882888,2156,,,MAIN ST W & PEARL STREET,MAIN at PEARL,0,
43.258343,1124,-79.882888,2157,,,MAIN ST W & PEARL STREET,MAIN at PEARL,0,
43.255871,2839,-79.872194,2150,,,MAIN ST W & MACNAB STREET (34),MAIN at MACNAB,0,
43.255755,1087,-79.871791,2151,,,"MAIN ST W & MACNAB STREET (5, 5A, 5E)",MAIN at MACNAB,0,
43.250746,2949,-79.875194,2400,,,PARK ST S & CHARLTON AVENUE,PARK at CHARLTON,0,
43.258618,1194,-79.906689,2153,,,MAIN ST W & 403 RAMP OPP. - E NEWTON AV,MAIN opposite 403 RAMP,0,
43.259018,1123,-79.886019,2158,,,MAIN ST W & POULETTE STREET,MAIN at POULETTE,0,
43.257761,1009,-79.880264,2159,,,MAIN ST W & QUEEN STREET,MAIN at QUEEN,0,
43.250281,2435,-79.786295,2408,,,PARKDALE AV N & BURLAND CRESCENT,PARKDALE at BURLAND,0,
43.237769,2439,-79.791577,2409,,,PARKDALE AV N & DUNSMURE ROAD,PARKDALE at DUNSMURE,0,
43.23042,2309,-79.88084,2829,,,UP/JAMES ST & RICHWILL ROAD OPP. (OP. # 734),UPPER JAMES opposite RICHWILL,0,
43.224027,2235,-79.861817,3055,,,UP/WENTWORTH ST & MOHAWK ROAD,UPPER WENTWORTH at MOHAWK,0,
43.257817,1098,-79.872784,1955,,,KING ST W & BAY STREET SOUTH,KING at BAY,0,
43.231508,1142,-79.805839,1954,,,KING ST E & WOODRIDGE ROAD,KING at WOODBRIDGE,0,
43.257817,3401,-79.872784,1956,,,KING ST W & BAY STREET SOUTH,KING at BAY,0,
43.252152,2744,-79.84879,1951,,,KING ST E & WENTWORTH STREET,KING at WENTWORTH,0,
43.253544,2746,-79.858975,1950,,,KING ST E & WELLINGTON STREET (HAMILTON),KING at WELLINGTON,0,
43.234123,1039,-79.816039,1953,,,KING ST E & WEXFORD AVENUE,KING at WEXFORD,0,
43.2341,1070,-79.815647,1952,,,KING ST E & WEXFORD AVENUE,KING at WEXFORD,0,
43.263219,1180,-79.902754,1959,,,KING ST W & CLINE AV N,KING at CLINE,0,
43.275539,1349,-79.94106,3242,,,YORK RD & WATSON LANE OPP. (Op. #211),YORK opposite WATSONS,0,
43.275645,1347,-79.940346,3241,,,YORK RD & WATSON LANE,YORK at WATSONS,0,
43.275549,1347,-79.933411,3240,,,YORK RD & OLYMPIC DRIVE,YORK at OLYMPIC,0,
43.314146,2693,-79.801121,1993,,,LAKESHORE RD & MTO PATROL YARD,LAKESHORE opposite MTO PATROL YARD,0,
43.214103,2616,-79.986276,1483,,,FIDDLER'S GREEN RD & GILBERT AVENUE,FIDDLER'S GREEN at GILBERT,0,
43.203244,2626,-79.98268,1482,,,FIDDLER'S GREEN RD & GARDEN AVENUE,FIDDLER'S GREEN at GARDEN,0,
43.206963,2623,-79.984041,1481,,,FIDDLER'S GREEN RD & ENMORE DRIVE OPP.,FIDDLER'S GREEN opposite ENMORE,0,
43.207302,2627,-79.983938,1480,,,FIDDLER'S GREEN RD & #371 (North of ENMORE DRIVE),FIDDLER'S GREEN at ENMORE,0,
43.211805,2628,-79.985367,1486,,,FIDDLER'S GREEN RD & OAKLEY COURT OPP. (@ # 241),FIDDLER'S GREEN opposite OAKLEY,0,
43.211828,2616,-79.985538,1485,,,FIDDLER'S GREEN RD & OAKLEY COURT,FIDDLER'S GREEN at OAKLEY,0,
43.214166,2628,-79.986023,1484,,,FIDDLER'S GREEN RD & GILBERT AVENUE OPP. ( @ # 175),FIDDLER'S GREEN opposite GILBERT,0,
43.186301,2466,-79.782057,1489,,,FIRST RD W & #162 (S ISAAC BROCK DR.),At 162 FIRST,0,
43.217674,2628,-79.987136,1488,,,FIDDLER'S GREEN RD & WILSON STREET,FIDDLER'S GREEN at WILSON,0,
43.25641,2937,-79.883504,1713,,,HUNTER ST W & PEARL STREET,HUNTER at PEARL,0,
43.246746,2436,-79.787756,2411,,,PARKDALE AV N & MAHONEY AVENUE,PARKDALE at MAHONY,0,
43.254073,2966,-79.871755,1711,,,HUNTER ST W & MACNAB STREET,HUNTER at MACNAB,0,
43.256716,2937,-79.884929,1710,,,HUNTER ST W & LOCKE STREET,HUNTER at LOCKE,0,
43.26366,1073,-79.816372,1717,,,INDUSTRIAL DR & DEPEW STREET,INDUSTRIAL opposite DEPEW,0,
43.233466,1044,-79.814858,1715,,,HUXLEY AV S & KING STREET,HUXLEY at KING,0,
43.255919,2970,-79.879978,1714,,,HUNTER ST W & QUEEN STREET,HUNTER at QUEEN,0,
43.259969,2791,-79.808506,1719,,,INDUSTRIAL DR & DOFASCO PARKING LOT OPP.(Eas,INDUSTRIAL opposite DOFASCO PARKING,0,
43.262635,2792,-79.812484,1718,,,INDUSTRIAL DR & DOFASCO GATE #6 - Btwn Ottawa,INDUSTRIAL at OTTAWA,0,
43.236106,2440,-79.792269,2413,,,PARKDALE AV S & MAIN STREET,PARKDALE at MAIN,0,
43.246687,2505,-79.787612,2412,,,PARKDALE AV N & MAHONEY AVENUE OPP.,PARKDALE opposite MAHONY,0,
43.253939,2510,-79.784618,2415,,,PARKDALE AV N & MEAD AVENUE,PARKDALE at MEAD,0,
43.228746,2563,-79.725072,1139,,,BARTON ST & HILTON DRIVE,BARTON at HILTON,0,
43.228071,2563,-79.722646,1138,,,BARTON ST & HALE STREET OPP.(@# 361),BARTON opposite HALE,0,
43.258089,1195,-79.911874,2141,,,MAIN ST W & HADDON AVENUE,MAIN at HADDON,0,
43.231365,2565,-79.734149,1133,,,BARTON ST & EASTDALE BLVD OPP.(@#221),BARTON opposite EASTDALE,0,
43.231339,2534,-79.734692,1132,,,BARTON ST & EASTDALE BLVD,BARTON at EASTDALE,0,
43.224649,2560,-79.709145,1131,,,BARTON ST & DEWITT ROAD,BARTON at DEWITT,0,
43.223307,2543,-79.703571,1130,,,BARTON ST & CHELSEA CRESENT OPP.(@#601),BARTON opposite CHELSEA,0,
43.228002,2536,-79.722974,1137,,,BARTON ST & HALE STREET,BARTON at HALE,0,
43.230223,2565,-79.730169,1136,,,BARTON ST & GREEN ROAD,BARTON at GREEN,0,
43.229933,2534,-79.729936,1135,,,BARTON ST & GREEN ROAD,BARTON at GREEN,0,
43.259511,1014,-79.869437,2060,,,MACNAB ST N & YORK BLVD,MACNAB at YORK,0,
43.252764,2954,-79.872332,2061,,,MACNAB ST S & BOLD STREET,MACNAB at BOLD,0,
43.250026,2944,-79.873566,2062,,,MACNAB ST S & CHARLTON AVENUE,MACNAB at CHARLTON,0,
43.227728,2263,-79.871275,3018,,,UP/WELLINGTON ST & NORRIE AVENUE OPP. (@#871),UPPER WELLINGTON opposite NORRIE,0,
43.200529,1366,-79.883098,3019,,,UP/WELLINGTON ST & RYMAL ROAD,UPPER WELLINGTON at RYMAL,0,
43.231126,2250,-79.870007,3012,,,UP/WELLINGTON ST & MCELROY ROAD,UPPER WELLINGTON at MCELROY,0,
43.230911,2264,-79.869903,3013,,,UP/WELLINGTON ST & MCELROY ROAD OPP. (@#791),UPPER WELLINGTON opposite MCELROY,0,
43.217864,2255,-79.875412,3010,,,UP/WELLINGTON ST & LIMERIDGE ROAD,UPPER WELLINGTON at LIMERIDGE,0,
43.225452,2252,-79.872412,3011,,,UP/WELLINGTON ST & LUSCOMBE STREET,UPPER WELLINGTON at LUSCOMBE,0,
43.226064,2262,-79.871881,3016,,,UP/WELLINGTON ST & MOHAWK ROAD,UPPER WELLINGTON at MOHAWK,0,
43.227781,2251,-79.871438,3017,,,UP/WELLINGTON ST & NORRIE AVENUE,UPPER WELLINGTON at NORRIE,0,
43.224881,2262,-79.87244,3014,,,UP/WELLINGTON ST & MEADOWLARK DRIVE,UPPER WELLINGTON at MEADOWLARK,0,
43.226552,2254,-79.871969,3015,,,UP/WELLINGTON ST & MOHAWK ROAD,UPPER WELLINGTON at MOHAWK,0,
43.236151,2849,-79.925175,2066,,,MAGNOLIA DR & DIAMOND COURT,MAGNOLIA at DIAMOND,0,
43.253356,2955,-79.901766,1009,,,ABERDEEN AV & LONGWOOD ROAD,ABERDEEN at LONGWOOD,0,
43.24996,2952,-79.887884,1008,,,ABERDEEN AV & LOCKE STREET,ABERDEEN at LOCKE,0,
43.249278,2941,-79.885615,1007,,,ABERDEEN AV & KENT STREET,ABERDEEN at KENT,0,
43.249371,2952,-79.885379,1006,,,ABERDEEN AV & KENT STREET,ABERDEEN at KENT,0,
43.250953,2940,-79.892967,1005,,,ABERDEEN AV & DUNDURN STREET,ABERDEEN at DUNDURN,0,
43.250974,2952,-79.892318,1004,,,ABERDEEN AV & DUNDURN STREET,ABERDEEN at DUNDURN,0,
43.250463,2952,-79.890115,1003,,,ABERDEEN AV & COTTAGE AVENUE OPP,ABERDEEN opposite COTTAGE,0,
43.250371,2940,-79.890369,1002,,,ABERDEEN AV & COTTAGE AV,ABERDEEN at COTTAGE,0,
43.251863,2939,-79.896418,1001,,,ABERDEEN AV & CHEDOKE AV,ABERDEEN at CHEDOKE,0,
43.258281,2791,-79.803211,1227,,,BURLINGTON ST E & STAPLETON AV (Wof Kenilworth),BURLINGTON opposite STAPLETON,0,
43.258004,2806,-79.80362,1226,,,BURLINGTON ST E & STAPLETON AV,BURLINGTON at STAPLETON,0,
43.265282,1024,-79.832737,1225,,,BURLINGTON ST E & SHERMAN AVENUE,BURLINGTON at SHERMAN,0,
43.265483,1056,-79.832155,1224,,,BURLINGTON ST E & SHERMAN AV N,BURLINGTON at SHERMAN,0,
43.260848,2804,-79.814851,1223,,,BURLINGTON ST E & #1141,At 1141 BURLINGTON,0,
43.25702,2769,-79.784064,1222,,,BURLINGTON ST E & PARKDALE AV N,BURLINGTON at PARKDALE,0,
43.256653,2681,-79.78451,1221,,,BURLINGTON ST E & PARKDALE AV N,BURLINGTON at PARKDALE,0,
43.260319,2804,-79.812806,1220,,,BURLINGTON ST E & OTTAWA STREET,BURLINGTON at OTTAWA,0,
43.256908,2770,-79.793003,1229,,,BURLINGTON ST E & STRATHEARNE AVENUE,BURLINGTON at STRATHEARNE,0,
43.256598,2679,-79.793175,1228,,,BURLINGTON ST E & STRATHEARNE AV,BURLINGTON at STRATHEARNE,0,
43.207672,2156,-79.836745,2882,,,UP/OTTAWA ST & LIMERIDGE ROAD,UPPER OTTAWA at LIMERIDGE,0,
43.216925,2110,-79.833158,2883,,,UP/OTTAWA ST & MOHAWK ROAD,UPPER OTTAWA at MOHAWK,0,
43.211618,2157,-79.835139,2880,,,UP/OTTAWA ST & LARCH STREET,UPPER OTTAWA at LARCH,0,
43.208242,2113,-79.836804,2881,,,UP/OTTAWA ST & LIMERIDGE ROAD,UPPER OTTAWA at LIMERIDGE,0,
43.201916,2115,-79.839494,2886,,,UP/OTTAWA ST & QUEENSBURY DRIVE,UPPER OTTAWA at QUEENSBURY,0,
43.201809,2155,-79.839325,2887,,,UP/OTTAWA ST & QUEENSBURY DRIVE OPP,UPPER OTTAWA opposite QUEENSBURY,0,
43.216432,2160,-79.833111,2884,,,UP/OTTAWA ST & MOHAWK ROAD,UPPER OTTAWA at MOHAWK,0,
43.20506,2115,-79.838141,2885,,,UP/OTTAWA ST & # 1190 N REDBURY ST.,At 1190 UPPER OTTAWA,0,
43.230051,2808,-79.827642,2888,,,UP/OTTAWA ST & QUEENSDALE AVENUE,UPPER OTTAWA at QUEENSDALE,0,
43.229734,2168,-79.82759,2889,,,UP/OTTAWA ST & QUEENSDALE AVENUE OPP. (@#385),UPPER OTTAWA opposite QUEENSDALE,0,
43.205431,2142,-79.912057,355739,,,ST. ELISABETH WAY & SISTER VARGA TR,SISTER ELISABETH opposite SISTER VARGA,0,
43.206613,3540,-79.912502,355738,,,GARTH ST & RYMAL RD W,GARTH at RYMAL,0,
43.223746,2352,-79.861854,355409,,,MOHAWK RD E & UPPER WENTWORTH ST,MOHAWK at UPPER WENTWORTH,0,
43.190356,1538,-79.844155,355401,,,RYMAL RD E & UPPER OTTAWA ST,RYMAL at UPPER OTTAWA,0,
43.19137,1536,-79.848346,355400,,,RYMAL RD E & GRAYROCKS AV,RYMAL at GRAYROCKS,0,
43.189279,1542,-79.839655,355403,,,RYMAL RD E & NEBO RD,RYMAL at NEBO,0,
43.189826,1540,-79.841942,355402,,,RYMAL RD E & UPPER OTTAWA ST,At 1154 RYMAL,0,
43.187762,1546,-79.83314,355405,,,RYMAL RD E & DARTNALL RD,RYMAL at DARTNALL,0,
43.188157,1544,-79.834895,355404,,,RYMAL RD E & NEBO RD,At 1280 RYMAL,0,
43.186182,1548,-79.826217,355406,,,RYMAL RD E & GLOVER RD,RYMAL at GLOVER,0,
43.256883,1089,-79.869396,355332,,,KING ST W,KING at JAMES,0,
43.205431,3541,-79.912181,355736,,,YATES GT & BUTTY PASS,SISTER ELISABETH at SISTER VARGA,0,
43.193065,4494,-80.023364,355535,,,SANDHILL DR & OSPREY DR,SANDHILL at OSPREY,0,
43.192757,4494,-80.027791,355534,,,SANDHILL DR & TRADEWIND DR,At 1354 SANDHILL,0,
43.187438,4496,-80.028301,355537,,,OSPREY DR & CORMORANT RD,OSPREY at CORMORANT,0,
43.190457,4496,-80.026414,355536,,,OSPREY DR & OSPREY DR,At 1363  OSPREY,0,
43.196908,4488,-80.011808,355531,,,GARNER RD W & SHAVER RD,GARNER at SHAVER,0,
43.198563,4486,-80.001941,355530,,,GARNER RD W & HAMILTON DR,GARNER at HAMILTON,0,
43.190713,4494,-80.030186,355533,,,SANDHILL DR & TRADEWIND DR,SANDHILL at TRADEWIND,0,
43.192861,4492,-80.031414,355532,,,TRADEWIND DR & WILSON ST W,TRADEWIND at WILSON,0,
43.187663,4497,-80.026286,355539,,,CORMORANT RD & opposite #1310,Opposite 1310 CORMORANT,0,
43.18761,4498,-80.02589,355538,,,CORMORANT RD & OSPREY DR,At 1310 CORMORANT,0,
43.217734,2375,-79.838099,2231,,,MOHAWK RD E & EAST 45TH. ST. OPP. (@#778),MOHAWK opposite EAST 45TH,0,
43.217876,2321,-79.837869,2230,,,MOHAWK RD E & EAST 45TH STREET,MOHAWK at EAST 45TH,0,
43.228068,2365,-79.879001,2233,,,MOHAWK RD E & HAYDEN STREET,MOHAWK at HAYDEN,0,
43.222998,2369,-79.859058,2235,,,MOHAWK RD E & MALL ROAD,MOHAWK at MALL,0,
43.219914,2373,-79.846441,2234,,,MOHAWK RD E & LAWFIELD DRIVE,MOHAWK at LAWFIELD,0,
43.220625,2372,-79.849359,2237,,,MOHAWK RD E & MEAFORD ROAD,MOHAWK at MEAFORD,0,
43.223315,2325,-79.859462,2236,,,MOHAWK RD E & MALL ROAD OPP.,MOHAWK opposite MALL,0,
43.240459,2714,-79.81033,2095,,,MAIN ST E & KENILWORTH AVENUE,MAIN at KENILWORTH,0,
43.240463,2734,-79.80958,2094,,,MAIN ST E & KENILWORTH AVENUE,MAIN at KENILWORTH,0,
43.24356,2711,-79.824354,2097,,,MAIN ST E & KING STREET (ISLAND) - DELTA,MAIN at KING,0,
43.243578,2738,-79.823691,2096,,,MAIN ST E & KENSINGTON AVENUE,MAIN at KENSINGTON,0,
43.25517,1340,-79.869174,2091,,,MAIN ST E & JAMES STREET,MAIN at JAMES,0,
43.24086,2713,-79.812367,2090,,,MAIN ST E & HUXLEY AVENUE,MAIN at HUXLEY,0,
